tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Force Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,834,0,0,1008,0,1145,1755,0,0,1884,0,0,0,1881,0,0,1887,0,2123,2174,0,2997,0,2998,0,3072,0,367,0,0,0,484,507,638,0,669,829,0,1138,1275,1138,0,1314,0,1357,0,1337,0,0,0,0,0,0,0,0,0,997,0,1001,0,0,0,1112,12351,9355,10354,10801,10468,11783,11810,13401,12998,13498,13973,14021,14063,14039,13542,14150,14325,14540,14766,14759,14916,15099,8049,8078,8175,8294,8337,8313,8413,8417,8373,8398,0,8399,0,8762,9717,8742,0,8747,8890,8890,8715,8875,0,8765,0,8813,8935,9592,7836,0,7461,0,0,7532,7600,7595,7855,7856,7856,0,7869,0,7936,8020,0,0,7942,7928,8522,8540,8483,8365,0,9301,9342,0,9573,9590,9595,0,0,0,0,0,9598,9598,9682,0,0,0,0,0,0,9702,0,0,9704,9755,9676,0,0,9702,9704,10055,10020,10026,9929,9942,10146,10159,10183,9180,0,9198,0,9215,0,0,9234,0,9254,0,0,9254,9255,9314,0,9312,9511,9476,0,9472,9576,0,0,5888,5886,0,6711,0,0,0,4994,4995,0,14267,15498,15677,15536,16215,0,17587,0,0
Foundation garment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,699,0,782,593,0,0,0,587,587,0,0,0,606,0,0,691,0,0,846,0,0,0,0,866,0,0,0,1539,1666,1676,0,1702,0,1865,0,1036,0,0,3666,3670,0,3864,0,0,3842,3889,0,3810,0,0,0,3813,0,3840,0,0,0,0,0,3831,3832,0,0,0,3829,0,0,3818,3829,0,0,0,0,3945,3960,3978,4057,4017,4015,4342,4031,4050,0,0,4015,4000,4015,4320,4363,0,0,4300,0,4335,0,0,0,0,4616,4861,0,0,0,0,0,0,0,4757,0,4783,4801,0,4799,0,4800,4818,4863,0,4861,4879,0,0,0,0,0,0,4862,5081,5153,0,0,0,0,0,0,0,0,5085,0,0,0,5081,0,0,5137,0,5245,0,0,5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,0,3740,3861,0,0,0,4084,3861,3880,0,0,3448,3449,3449,0,0,0,0,0,0,0,3544,6161,0,3548,0
Fuel cell,0,0,0,0,0,0,0,3214,3405,0,0,0,0,3375,3749,4287,4324,0,0,0,0,4523,0,5149,5827,7048,11519,11668,0,12289,12561,12568,12931,13212,13215,13218,13746,14095,14093,14895,15833,12019,12378,13140,22192,13847,14683,15324,17232,18942,20061,21074,19495,22663,20276,22327,23671,25870,27559,30335,28459,29528,24201,24848,26198,26680,29507,29950,31002,34541,35025,37636,39744,40057,646831,41640,42251,43002,45199,46111,43261,43839,44132,43978,44725,43903,45136,44371,47096,46719,46740,47737,48744,50143,49077,53856,54256,55246,55808,60473,60722,58221,58536,58989,62089,60898,60247,60224,60845,60834,61250,61673,61464,61392,61485,62092,63337,64404,63939,63961,64277,74478,91034,90461,90591,90400,90079,91086,90766,91689,91863,91948,91859,94010,92991,93059,93454,92618,92685,93277,92970,92950,92492,95365,96399,98839,98155,98109,99176,144092,102844,102657,102825,102820,103030,102866,102760,103422,109200,109826,107072,107464,109377,108346,107851,108535,0,106788,107278,108128,109560,109996,111821,111974,112440,110844,112846,113253,113164,113305,113679,113586,113920,115518,115547,116259,117359,118990,120342,119647,119588,121817,122455,124196,124280,124704,125237,124976,124250,124038,124811,128886,126206,133326,126771,127112,127126,127113,126942,127004,128065,128141,128071,127913,128182,128202,128218,128104,129765,129906,128873,129159,131530,131433,131253,129793,128770,128796,129407,129340,129280,129270,129284,125287,124751,125144,125178,0,125806,125493,125470,125786,126110,126113,126305,126733
Fuel cell vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,5344,4934,4947,4946,4962,4938,5090,5874,5872,5891,5888,6309,0,6328,6290,6291,0,6291,0,6272,6550,0,0,0,7332,7434,8002,7954,0,8330,0,8411,17181,33806,33638,33820,0,0,0,33371,33524,34233,0,0,34845,0,34507,34549,0,0,34762,34558,34512,35904,0,35597,35632,35617,35704,35772,50478,40442,40383,0,40395,42957,40381,41107,42327,44603,0,44847,44877,50246,50243,50457,50689,51161,51838,51799,52079,52033,0,52278,0,53411,53342,0,58514,58853,62055,64635,65609,64420,65534,66132,67785,68911,68873,69865,68413,68336,69149,69212,70364,70329,73229,74203,73867,0,73642,73515,73703,74079,74998,73582,0,74604,74613,0,75319,0,0,75292,75678,76466,0,0,77233,76481,76463,0,78021,77863,78189,78141,0,78065,0,78665,78989,78892,79240,79260,80801,80744,80071,0,80095,80014,81551,80772,81453,81599,82645,84255,84258
Fullerene,0,0,0,0,1931,0,1959,0,2031,0,0,2000,0,0,1999,2455,0,0,2645,0,0,0,2989,3026,3131,3183,0,3200,3463,3444,3442,3542,0,4524,5167,0,0,4994,5031,5063,5522,5580,5512,5249,5820,6711,7251,7907,8275,9181,9451,9767,10216,10194,11273,11616,15529,14472,16161,15926,16685,16781,16504,28755,19153,18564,19139,21124,20067,21198,21322,21268,21423,21723,21812,20216,21522,22511,23603,29283,28345,28550,28981,29826,32908,34984,34853,35136,35096,36770,42809,42988,43445,43817,46328,46149,46141,46378,47618,47770,46700,46522,49316,47000,45398,46162,45764,44515,44620,46136,48639,51594,52422,52560,52223,52221,52331,52421,52667,53202,53189,53249,54753,55378,56064,56099,56336,45515,45546,45537,50611,50248,50270,50213,50383,50795,51536,51758,51901,51993,52364,51427,51322,50600,50508,50467,51235,52448,52530,52581,52507,52501,53951,54446,54455,54450,54365,54609,55350,55324,55536,55286,55101,56221,58224,58180,58265,60204,58224,58625,60682,61124,62218,61229,61348,61825,62112,62196,0,62290,63664,55328,55328,55288,55346,55297,55297,55326,55328,55296,55306,55326,55236,55286,55299,55439,55574,55646,55824,55843,55843,55877,55878,55839,55885,55909,55875,55885,55892,56164,56163,56305,56338,59326,68006,67154,66934,67127,0,67155,67197,67190,67617,67689,67948,67992,68041,68109,68109,68086,68083,68412,69063,69246,69453,69011,68946,0,68959,68978,69070,70598,70720,70721,0,0
Fusion power,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,2813,0,2969,2971,0,2975,4103,10122,0,0,14604,15195,0,14390,14403,14403,14754,0,14861,15332,15403,15503,15479,15540,15570,16310,16284,16540,19220,19106,16496,18165,24338,24738,25270,25216,25668,27701,27888,28749,30013,30796,30934,31313,32596,32149,33032,37018,37263,37531,41020,39829,42510,43098,43394,43830,44095,49048,51207,49817,49679,49675,52952,53177,53907,51615,51849,51698,51946,52386,67080,55073,54562,65458,54698,55006,54956,55340,55684,55727,56008,56331,56523,57169,57210,58870,59781,60194,60205,61270,62710,62409,63023,63204,63886,63986,64058,64187,69485,72791,73213,77533,77660,83211,83203,82040,81976,82123,82009,82077,82066,82193,88423,86091,82454,84135,84488,84388,84489,84497,90013,90131,90652,90289,90405,90316,92460,92153,91281,91210,93214,92755,92799,92920,94405,98219,0,101576,110007,110006,109959,113676,113723,113316,116196,116205,116213,120083,120076,119946,120339,126950,127085,127861,128368,128459,128782,130120,133826,134205,134240,134984,137344,138355,138553,141319,141315,139843,139824,139681,139503,139102,139122,139411,140263,140271,157536,144727,147588,148992,150137,150346,150646,150085,150090,150509,151059,150963,0,152058,152502,152676,151037,150613,150982,151061,151023,152955,151448,151755,151523,151932,152036,153385,155845,156069,157899,156868,156355,156372,156269,156123,157817,158728,159031,163049,163406,164360,199033,199324,198744,198520,208765,210341,212900,214569,219810,152473,155597,156665,155808,155956
Fusion rocket,0,0,0,0,0,0,0,0,1877,0,1881,1886,3072,0,3058,3090,0,0,0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911,3915,0,0,0,0,0,0,5140,4497,0,4507,0,0,4509,5261,0,0,0,0,0,0,0,0,4442,4462,4451,4559,4497,4889,4733,0,4752,4881,0,0,4923,4949,5091,0,5136,0,5184,5165,0,0,0,0,0,5146,5146,0,0,0,5147,0,0,0,5170,0,0,0,5194,0,5175,0,5179,0,0,7652,7670,0,7950,7993,0,0,0,0,8883,0,8907,8919,0,0,8939,8952,8965,0,0,9908,9831,0,0,0,0,10327,0,10345,0,10453,0,0,11128,0,0,10979,10965,0,13536,13492,13562,13561,0,13708,13808,11330,11161,0,0,0,0,0,0,0,11382,0,11232,0,0,0,11235,11237,0,0,0,11263,0,0,0,0,0,0,0,0,11270,11266,0,11303,0,0,0,0,0,11507,0,0,0,0,0,11829,0,11825,0,12036,12051,12282,0,0,0,0,0,12075,0,0,0,12099,12074,12121,0,12203,0,12271,0,12271,12267,12453,0,12436,12565,0,12633,12637,12641,12812,0,13824,0,0,0,0,13834,0,13797,0,0,0,13818,12508,12955,0,0,0
Anticipatory Life Cycle Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14352,0,19272,19230,20637,0,20898,20962,20959,20771,20835,20973,20838,20826,20855,20868,0,0,0,20870,21237,21269,21090,21120,21051,0,21546,21534,0,21592,21534,0,21510,21435,0,21342,21524,0,21561,0,21613,0,21577,0,21675,0,0,0,0,0,20837,20830,20880,0,20854,0,0,20854,0,0,0,0,0,0,0,20914,0,0,0,20947,0,0,0,0,20887,0,20912,0,0,0,0,0,0,21158,0,20786,0,20862,20857,0,0,0,0,20856,0,21078,20858,0,0,0,0,0,0,0,0,20816,20843,0,0,0,0,0,0,20865,0,0,0,0,0,0,0,0,0,0,0,20903,0,0,20912,20875,20862,0,21010,0,0,0,20765,0,0,0,0,20839,0,0,0,20771,20857,22716,20475,0,20487,0,0,0,22258,0,0,20487,20493,0,0,0,0,0,0,0,20488,0,0,0,20550,0,20555,0,0,20645,0,0,0,0,0,0,0,0,0,21395,0,0,21389,0,0,21504,0
GPT-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031,17417,20564,20536,20722,20756,20892,20934,21279,21686,24550,26806,25509,25520,30050,32092,29197
Galliane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4548,4547,0,0,0,4520,0,0,0,0,0,0,0,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343,0,0,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallium Nitride semiconductor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,1025,1084,1101,0,0,1123,0,0,1414,0,0,0,1459,0,1489,1688,1977,0,0,2264,3441,3858,0,3755,6874,0,7720,7900,0,7887,7667,7686,7905,8764,12645,13169,13208,13233,13237,13510,13602,13761,13759,0,11278,11003,11027,11169,11483,11570,11902,11957,12091,12008,0,12002,0,0,12002,11556,11819,11802,12213,13177,0,12829,0,12801,13048,12970,12828,13299,12908,12988,13456,13472,14188,14453,13135,14486,14277,0,14339,14449,0,14733,14839,14762,0,16385,16247,17966,0,17963,17992,0,18252,17184,16269,16674,16742,17035,17120,0,0,17036,16975,16983,0,16656,0,14096,14430,0,14461,0,0,14461,14630,14868,14870,0,0,0,15120,13568,13678,13864,13488,13488,13630,13489,13483,0,13526,13504,0,17105,19277,19467,19562,19870,20258,19881,0,20083,19898,19917,0,0,19941,0,20303,20023,20024,20381,20383,20611,0,0,21532,20611,21000,21004,0,20891,20861,20903,21709,0,22268,22980,23012,0,23409,23403,23616,0,23616,0,24690,0,0,0,28229,27947,27894,27880,27880,27893,27509,0,27684,27867,27836,28465,28783,30970,30968,31021,31155,31660,31720,0,31640,31622,32660,34016,34394,34524,34675,0,0
Gamifying education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9338,27630,27671,32876,32869,33367,33696,0,33717,0,0,0,33715,33776,33667,33934,34099,0,34579,0,35614,35614,0,36102,35910,35972,36567,37001,0,37472,39357,39357,39267,38916,0,0,0,39160,39267,40833,0,0,0,40831,41059,41455,38308,0,0,38493,38732,38825,0,0,0,0,38798,38798,0,37138,37145,36946,0,37431,36945,36855,36851,36902,36978,0,37603,0,37220,0,37247,37391,37551,0,0,37634,39961,40450,47089,47004,46983,46985,0,47018,46586,0,0,46582,0,46587
Gas-cooled fast reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,3020,3140,3308,3343,3385,0,3378,0,0,3378,3424,3472,0,0,3485,3682,3710,0,3745,3816,0,0,0,3856,0,0,0,0,0,0,0,0,0,5677,5831,0,5902,5902,5907,0,0,0,5909,5928,5924,5928,5935,5930,0,5930,0,5930,0,0,0,6167,6159,6159,0,6162,6384,0,0,6401,0,0,6403,0,0,0,0,0,6417,6448,6433,0,0,6417,0,6428,0,0,0,0,6413,6474,6480,6346,6346,0,0,0,0,0,0,0,0,6313,6320,6318,0,5853,0,0,0,0,0,0,0,5853,5859,0,0,0,0,0,5961,0,0,0,6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237,0,0,0,0,0,6329,6366,6404,0,0,0,0,0,0,0,6404,0,0,0,6443,0,0,0,0,0,0,6454,6426,6441,0,0,0,0,0,0,6521,6799,6811,6811,0,0,0,0,6839,6803,0,0,0,0,0,0,0,0,0,0
Gas generator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,1033,1308,0,0,1370,0,0,1369,0,0,0,0,0,0,0,0,0,1709,1762,1726,0,0,0,0,1759,1760,0,0,0,1808,1801,0,0,0,0,0,0,1978,0,3551,0,0,0,0,0,3573,0,0,0,3629,3678,3735,0,0,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,3734,0,0,0,0,0,0,4182,0,4213,4232,4229,0,0,0,0,0,4280,0,0,0,0,0,0,4188,4364,4193,0,0,0,0,4236,0,0,0,0,4346,4317,0,4927,0,0,0,0,0,4927,0,0,0,0,0,0,0,0,0,0,0,0,5263,0,0,0,0,0,0,0,0,8526,8557,0,8571,0,0,0,0,0,0,8573,0,0,0,0,0,0,8716,0,0,0,8707,0,0,8668,0,0,0,0,0,0,0,0,0,8657,0,0,0,0,0,0,0,0,8745,8750,0,0,0,0,0,0,8749,0,0,0,8749,0,8939,0,0,0,0,0
Gasification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,978,0,0,993,0,988,0,0,1163,1164,0,0,0,0,1210,0,1232,5774,6689,0,6779,8022,8239,8259,8440,8441,8483,8970,9148,9097,9115,9092,11995,11829,11752,11980,11817,11901,12075,11925,11935,16493,16531,19269,16767,16825,16862,16827,19481,17205,17261,18878,19060,19064,19455,0,19495,19648,19587,19470,19266,19715,19927,19129,19303,19281,19676,19765,20233,19797,19734,20292,20292,20205,20220,20700,21262,21281,21134,21710,21642,21882,21904,22622,25259,23978,25398,26433,26792,27038,28590,27631,27683,27735,28227,28216,28422,28507,29249,28575,29069,28626,28619,28628,29214,28545,0,28473,28496,28498,0,28080,29747,29389,29419,0,29433,0,29421,29451,29454,29234,28924,29148,29188,29067,29145,29113,0,29121,0,29001,0,29196,29227,29204,0,29008,0,29203,29730,29734,0,0,0,29734,29796,29811,29616,0,0,0,0,29857,29638,29790,29790,30024,29620,29634,29803,29849,0,30268,30255,30954,31029,31057,32107,32604,32635,32556,0,33357,33356,33010,32293,35687,35695,35686,35761,35795,0,0,0,35773,35826,0,35700,36030,35873,35879,35873,0,36066,0,0,35899,36432,36348,0,36330,37717,37729,0,0,37724,37759,37661,39541,0,39525,0
Gastrobot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,174,0,175,0,575,680,0,0,777,1801,2021,0,2028,0,0,2007,0,2004,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,0,0,2127,0,2255,0,0,0,0,0,0,0,0,0,0,2263,0,0,2370,0,0,0,2479,0,0,0,0,0,0,2479,0,0,0,0,9803,8488,0,8504,0,8499,8501,0,0,8501,8504,0,23964,0,0,0,0,0,0,0,8666,8667,0,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,8717,0,0,0,0,0,0,0,0,8722,0,0,0,0,8732,0,0,0,0,0,0,0,0,0,0,0,0,0,8734,0,0,0,0,0,0,0
General-purpose computing on graphics processing units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,1966,1991,0,2044,0,2195,2518,0,2877,14548,14976,14990,15351,15366,15412,15567,15636,15636,15637,17374,17499,18057,18081,24327,24519,24505,24635,24692,24692,24661,24672,24478,24409,24300,24568,24700,25152,25132,25193,25482,24728,24783,24585,24784,26026,25461,25463,25684,25594,25633,26242,26656,27790,27733,29337,29286,28912,29019,29359,29598,29681,30573,31159,31980,32303,32530,32678,32833,33648,33750,33992,34099,34286,0,34807,35213,35154,35296,34252,34520,34394,34400,34534,34520,34367,34363,34361,34432,34832,34836,34943,34917,34966,34998,0,40464,39775,39807,39919,0,39998,0,40196,39698,39653,39653,0,39682,40352,39797,39799,41020,40093,40137,39909,39742,0,43840,48993,49063,49304,49496,50776,50785,50011,50165,50708,50743,0,51473,0,51477,51475,52144,52163,52934,52924,53784,53791,53828,53820,54878,54958,55025,55092,0,0,55153,56164,56187,56318,58297,58184,58304,0,58564,59218,67086,67141,67135,0,67158,67168,0,67261,68042,68039,66906,66864,66143,69547,0,0,70216,70343,0,70378,72206,71410,71444,71451,71491,71513,72068,71475,71508,71531,0,71523,71637,70934,70965,70960,70960,70978,69071,0,69070,69073,69097,0
Generation IV reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926,8404,8471,8597,9468,9666,9767,9805,9734,0,9732,9747,9749,9785,9917,9918,9931,0,9807,9965,10092,10117,10219,10220,10231,11599,0,11628,0,11935,12294,12295,12487,11910,0,11995,11293,11417,0,0,0,11444,11472,11497,12633,13050,13059,13057,13082,12308,12392,12462,12462,12750,13085,13091,14120,14814,14238,13635,0,13595,13602,0,0,14453,14573,14603,14593,14631,0,14706,14968,15035,14894,15129,15119,15024,15046,15520,15536,15542,17382,16073,16173,16236,15636,15662,15147,15151,15292,0,15651,0,15676,0,15802,15994,24404,25848,25643,26740,26167,26058,0,26110,26355,25380,27291,27312,27699,0,26900,26903,26938,0,27079,27547,28379,28372,0,28370,28373,29728,29472,36405,29498,0,29456,29919,29911,30024,31262,31638,31654,32236,32235,32258,32615,34156,34191,0,34583,34814,35142,35855,36024,36582,37961,37962,38653,38676,38676,38709,38768,39830,0,0,40119,41038,40793,40865,40876,41221,40308,40262,40683,40748,0,0,40873,0,0,0,41497,41491,41491,40586,40731,0,40700,40704,40655,40935,40947,41000,41437,0,0,42030,0,0,42729,0
Genetically modified crops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,57576,86813,59661,71632,61263,60608,60310,60587,61621,65970,63651,63004,63575,63117,68986,76222,71311,73337,73358,73873,74030,73474,74875,75472,75964,76533,76481,80412,85200,85757,88828,85479,88363,86312,86192,86224,88893,91771,92197,92362,96493,102146,106687,106976,106588,107362,108128,142748,137486,137915,137897,138538,138716,140166,140395,140547,140878,141112,140801,140897,141244,142896,143841,143375,143377,143643,143631,144128,143907,144026,144041,132516,136383,137867,137832,138301,138636,138636,138607,138646,138454,138219,138256,138747,137883,137766,138126,143828,144441,144779,145227,145222,145278,144891,144976,144923,154186,154276,154277,154449,154282,154282,154233,154266,154544,160939,154681,156333,155267,155002,155735,154860
