tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Arcology,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,1,0,2,2,1,1,2,0,1,3,3,2,1,3,3,1,13,7,4,1,2,2,7,1,8,9,12,11,9,17,12,11,4,17,20,8,10,18,9,12,12,13,11,6,4,8,7,9,17,14,14,9,6,6,8,13,10,7,10,8,5,2,1,2,11,8,2,6,2,6,7,8,2,2,5,4,6,1,3,3,0,8,13,2,3,4,0,4,2,2,5,2,9,1,5,0,3,2,8,1,4,6,2,1,1,7,5,9,4,3,3,11,2,7,11,1,3,0,3,2,1,2,3,1,5,1,8,1,0,4,2,4,3,22,6,24,9,7,12,4,3,0,2,2,6,2,1,5,5,3,13,1,0,0,3,3,6,1,5,0,2,2,3,4,6,2,1,7,1,1,0,6,8,0,6,0,1,1,4,7,8,2,0,3,3,0,3,3,1,6,0,1,5,2,2,0,2,8,2,1,9,4,11,1,3,8,7,13,0,1,14,0,2,2,1
DART ammunition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3,1,0,1,1,0,1,0,0,17,0,1,0,2,1,1,2,1,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,4,5,2,2,2,0,0,0,4,2,1,6,0,1,5,5,2,2,0,0
Artificial brain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,1,12,2,2,5,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,4,1,7,1,0,4,6,3,1,1,2,0,1,1,0,3,9,1,0,0,2,1,1,1,0,7,0,3,0,1,0,3,0,0,1,4,0,0,0,0,4,1,5,1,5,0,1,0,1,2,2,0,6,3,3,3,0,1,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,3,0,0,0,5,4,1,2,0,0,0,0,3,2,1,0,4,5,0,1,2,1,4,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,2,8,2,3,1,0,1,0,0,1,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3,1
Artificial general intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,5,4,5,8,2,1,3,8,10,10,2,52,17,15,9,15,22,18,22,12,14,19,11,5,7,4,6,6,7,6,30,26,34,9,7,7,14,8,2,4,4,3,3,8,8,14,10,5,8,6,8,10,7,4,7,18,6,8,11,45,9,2,2,14,4,2,3,7,0,9,2,9,57,8,5,3,0,25,5,3,1,7,8,1,0,3,0,3,6,6,2,4,1,2,3,6,4,2,1,2,4,3,2,0,0,9,10,3,3,5,12,2,7,9,3,3,0,6,11,11,12,13,1,2,1,0,4,1,7,5,9,2,1,3,6,1,2,2,7,8,3,4,5,16,8,5,1,6,6,9,1,12,6,5,6,2,1,3,2,1,4,2,10,0,5,28,6,11,7,14,8,3,5,3,8,15,6,17,11,18,36,23,22,3,18,7,18,4,12,12,27,14,4,6,4,10,4,29,17,7
Artificial gravity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,0,0,3,1,2,10,7,4,3,7,3,6,13,5,15,12,6,6,5,17,16,4,3,8,8,8,11,1,7,8,0,18,17,9,8,13,7,9,3,7,8,9,4,4,0,6,1,8,5,3,4,1,6,1,3,9,4,7,1,10,6,0,0,4,3,5,1,5,0,1,1,26,6,14,1,7,3,5,17,6,17,32,9,2,14,9,4,5,0,3,2,1,5,3,0,4,2,2,25,8,1,7,4,0,5,2,4,22,0,3,3,2,1,4,0,7,7,6,1,1,7,6,1,1,11,4,11,3,1,2,13,7,3,22,15,5,3,5,2,5,10,16,8,8,7,5,0,5,4,3,1,0,6,3,16,3,2,3,19,10,4,2,3,4,2,6,0,1,1,1,6,0,4,2,3,1,2,3,4,12,0,4,7,2,6,1,4,3,5,4,2,2,1,1,6,6,1,8,1,2,3
AI Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,17,0,1,0,3,6,0,0,2,2,2,0,2,2,6,5,0,29,0,20,6,1,41,22,4,4,0
Automatic identification of suspicious activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,1,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,3,0,3,0,0,0,0,7,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,2,2,0,0,0,0,0,0,4,0
Artificial island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,0,2,0,3,0,3,1,1,7,4,0,1,0,4,2,6,4,6,2,2,2,2,15,0,4,2,12,2,3,7,12,7,2,2,2,12,5,5,2,4,11,1,3,2,6,0,4,1,3,5,1,4,3,0,4,1,0,2,9,1,0,3,1,10,0,3,2,0,0,0,4,0,1,0,1,1,0,0,1,2,4,1,5,5,1,4,2,6,0,8,1,3,0,0,3,0,1,3,2,0,4,3,8,3,3,2,0,0,2,0,0,1,15,4,6,0,0,3,1,0,0,0,0,0,2,4,6,0,5,5,1,1,4,0,14,9,4,1,7,3,7,5,0,3,2,1,3,0,0,2,2,6,2,0,1,5,6,2,1,1,0,1,2,1,3,3,0,0,2,2,0,2,5,4,3,4,1,0,0,0,2,2,5,3,4,3,4,1,0,1,4,7,6,4,5,5,0,6,1,5,1,1,0
Artificial muscle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,1,0,3,5,0,25,2,2,0,2,4,52,12,0,0,0,0,2,0,2,6,0,0,1,4,1,1,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,4,0,4,0,4,0,0,0,1,5,1,1,0,3,1,1,0,0,2,7,2,2,1,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0
Artificial photosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,3,3,14,2,3,0,0,0,0,2,9,10,4,1,0,2,6,1,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,13,0,1,0,0,2,1,6,5,4,0,1,2,5,0,29,1,3,2,2,3,2,0,0,6,4,2,0,3,3,3,7,12,3,4,4,14,5,7,14,10,48,3,3,5,2,4,8,6,2,4,1,2,0,1,9,11,4,3,4,12,0,0,10,3,1,2,3,4,1,7,2,2,0,2,0,2,3,2,1,3,0,6,7,3,1,6,6,1,1,2,0,2,3,4,3,0,2,1,1,4,2,3,6,2,0,0,2,4,3,0,7,0,2,1,2,1,7,0,1,0,2,2,1,6,0,5,7,0,1,0,3,0,4,1,0,1,14,6,1,3,4,3,4,2,3,0,0,3,2,0,4,5,1,0,0,2,4,5,2
Artificial womb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,2,2,7,1,0,1,6,1,3,2,5,4,1,3,14,4,2,4,0,2,3,15,4,6,8,1,8,4,3,3,12,6,4,0,4,0,0,1,2,1,2,2,0,1,1,1,0,0,1,0,1,1,8,0,0,0,3,3,13,4,4,1,0,5,3,4,0,0,1,0,3,8,0,0,3,11,2,0,0,0,1,0,0,6,3,2,4,3,5,5,5,2,6,4,3,18,9,2,1,4,3,2,5,4,1,0,1,15,2,0,2,1,5,3,2,0,1,2,1,1,1,2,2,1,0,3,2,2,2,0,5,2,2,4,2,2,1,2,2,0,2,2,1,2,3,3,0,0,4,1,1,2,0,1,5,7,0,0,1,1,6,1,0,4,1,2,1,2,0,2,3,3,9,6,0,2,2,3,1,4,2,3,1,0,3,7,3,2,2,0,4,5,1,3,1,1,2,0
Asteroid mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,1,1,0,2,6,2,3,3,13,5,12,2,5,1,3,5,2,7,2,0,4,1,0,3,0,0,2,2,4,0,0,1,0,0,1,1,0,0,3,0,2,6,0,3,2,5,7,1,1,5,0,29,3,0,2,1,3,5,0,7,10,0,8,9,3,0,1,4,22,9,3,1,13,5,17,12,6,7,0,4,7,61,15,24,6,5,7,11,8,4,10,21,14,20,19,15,1,7,1,6,5,15,1,6,4,9,3,6,3,2,1,1,3,15,3,4,8,13,15,8,15,0,16,5,15,8,7,64,2,12,13,9,10,10,18,23,8,4,10,3,5,3,6,1,4,10,11,14,8,1,4,12,8,15,13,11,6,3,14,18,8,7,14,8,10,13,3,4,3,13,9,11,4,6,5,3,4,11,2,9,6,5,1,5,7,7,5,5,1,11,8,5,9,3,4,5,6
Atmospheric satellite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,1,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,4,0,0,6,24,0,2,0,1,9,0,1,1,2,1,4,1,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,3,0,1,1,0,0,0,0,1,1,6,4,1,4,2,1,5,3,3,1,13,1,6,2,2,2,4,2,1,0,1,1,0,2,0
Atomtronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
Augmented learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,4,0,1,0,0,1,0,0,5,0,1,1,7,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,3,2,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,6,0,0,0
Augmented reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,2,0,0,3,0,0,1,2,0,0,6,5,3,1,2,0,6,2,3,6,4,2,7,2,7,5,4,5,0,9,10,13,8,5,6,7,12,16,16,3,20,1,20,8,16,3,10,0,26,8,10,6,8,19,2,12,6,3,5,41,12,6,24,8,10,21,31,20,24,56,24,50,65,79,93,52,31,74,39,41,29,14,19,19,10,24,32,22,49,50,27,30,28,12,34,6,12,9,45,37,23,33,15,44,21,23,46,24,27,86,47,27,10,17,34,16,33,61,7,6,4,13,11,11,10,11,17,18,7,6,12,5,10,14,17,8,19,15,22,4,9,5,14,12,7,31,9,2,0,21,2,8,5,7,41,17,19,20,11,24,16,11,25,15,37,19,39,25,7,21,6,13,22,9,43,18,15,22,25,17,37,31,21,45,33,18,17,26,31,80,21,16,18,70,30,19,19,13,16,26,27,9,8,19,10,10,17,7,5,15,8,10,13,18,12,9,15,9,5
Point of care automated analyser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,5,2,3,2,0,0,0,0,0,1,0,6,4,0,1,0,3,1,0,2,0,0,0,0,2,9,2,2,0,0,1,0,1,2,0,2,0,0,1,1,0,3,8,0,5,0,0,1,0,2,1,4,0,0,1,0,0,0,0,0,2,3,5,1,0,0,0,9,1,2,4,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,5,1,0,0,3,0,2,0,0,0,2,1,2,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,3,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Automated journalism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,2,2,1,1,2,0,3,0,0,0,0,0,1,0,1,8,2,0,0,6,1,1,1,0,0,0,22,0,2,4,1,0,1,0,1,1,0,0
Autonomous Rail Rapid Transit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,2,5,0,1,0,0,2,0,1,1,1,0,0,0,0,8,0,1,0,1,0,2,6,25,2,49,4,2,0,0
Backpack helicopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,5,0,1,0,0,1,1,0,0,1,1,0,3,0,0,4,2,3,0,1,0,1,2,0,2,3,2,19,0,7,1,0,0,1,4,2,0,3,0,11,0,1,1,3,1,1,3,0,2,1,0,0,3,1,1,4,0,0,0,2,1,1,0,1,4,2,2,0,5,0,1,0,0,1,0,1,1,1,0,0,1,0,0,7,0,0,4,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,0,2,3,2,0,1,0,5,1,0,1,1,0,0,0,2,1,1,0,0,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0
Beam-powered propulsion,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,2,0,0,1,0,2,0,2,3,2,1,0,4,0,0,0,0,4,1,0,4,1,2,1,0,0,1,0,4,0,5,2,0,0,0,0,2,2,1,2,3,0,0,1,0,0,0,12,0,0,5,0,0,1,0,0,0,1,0,0,1,4,0,1,1,2,1,1,4,1,0,5,3,0,0,0,1,2,1,2,0,1,1,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,6,1,2,0,2,0,2,6,0,0,1,3,2,0,1,2,1,0,1,0,0,0,0,1,0,0,1,1,3,1,0,1,0,0,2,0,0,2,1,0,0,2,1,1,1,1,2,0,0,1,1,0,1,1,0,0,0,1,2,3,1,0,0,0,0,0,1,0,0,0,0
Bio Ink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,2,0,0,0,0,0,1,3,0,2,7,0,0,1,0,4,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,3,2,2,0,1,1,3,1,0,0,2,2,0,1,0,1,0,2,1,0,0,0,0,0,1
Biobattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,1,1,0,1,0,0,2,1,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,5,0,2,0,0,3,0,1,0,0,0,2,0,8,0,0,0,1,0,2,1,0,1,2,0,0,1,1,7,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,3,2,4,0,1,2,1,0
Biodegradable electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
